Country;Variable;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Azerbaijan, Rep. of;Financial Institutions Index;0;0;0;0;0;0;0;0;0;0;0;0;0.26;0.24;0.24;0.23;0.23;0.13;0.13;0.13;0.11;0.14;0.15;0.18;0.19;0.19;0.21;0.21;0.23;0.24;0.23;0.26;0.28;0.28;0.28;0.29;0.2;0.27;0.3;0.3;0.29
Azerbaijan, Rep. of;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0.02;0.02;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0.02;0.01;0.02
Azerbaijan, Rep. of;Financial Markets Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0.06;0.05;0.05;0.05;0.05;0.04;0.04;0.04;0.04;0.03;0.02;0.02;0.11;0.1;0.1;0.09;0.06;0.08;0.08;0.05;0.05;0.05;0.07;0.14;0.18;0.17;0.15;0.15;0.15
Azerbaijan, Rep. of;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Azerbaijan, Rep. of;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0;0;0.03;0.03;0.03;0.03;0.02;0.02;0.02;0.02;0.02;0.01;0.01;0.01;0.05;0.04;0.05;0.04;0.03;0.04;0.03;0.02;0.02;0.03;0.03;0.05;0.07;0.07;0.06;0.06;0.06
Bahamas, The;Financial Development Index;0.29;0.29;0.29;0.28;0.27;0.27;0.28;0.28;0.29;0.3;0.32;0.33;0.34;0.33;0.33;0.36;0.35;0.32;0.32;0.32;0.34;0.36;0.38;0.38;0.37;0.36;0.36;0.46;0.47;0.46;0.47;0.45;0.44;0.44;0.42;0.4;0.39;0.44;0.45;0.46;0.48
Bahamas, The;Financial Institutions Access Index;0.26;0.27;0.26;0.25;0.23;0.22;0.24;0.25;0.28;0.33;0.35;0.4;0.42;0.39;0.38;0.44;0.44;0.43;0.43;0.41;0.39;0.42;0.38;0.36;0.33;0.34;0.34;0.78;0.78;0.76;0.75;0.79;0.78;0.91;0.91;0.86;0.86;0.81;0.82;0.77;0.78
Bahamas, The;Financial Institutions Depth Index;0.18;0.19;0.18;0.18;0.16;0.15;0.16;0.17;0.18;0.18;0.21;0.22;0.24;0.24;0.25;0.28;0.29;0.25;0.25;0.23;0.24;0.3;0.29;0.28;0.28;0.34;0.35;0.36;0.38;0.39;0.38;0.4;0.38;0.32;0.3;0.29;0.27;0.25;0.25;0.25;0.29
Bahamas, The;Financial Institutions Efficiency Index;0.76;0.76;0.76;0.76;0.75;0.75;0.75;0.76;0.77;0.78;0.79;0.8;0.76;0.75;0.74;0.84;0.67;0.65;0.68;0.68;0.69;0.78;0.8;0.83;0.72;0.75;0.74;0.74;0.74;0.72;0.61;0.66;0.66;0.65;0.59;0.6;0.63;0.62;0.62;0.62;0.61
Bahamas, The;Financial Institutions Index;0.39;0.39;0.39;0.38;0.36;0.35;0.37;0.38;0.4;0.42;0.45;0.48;0.48;0.46;0.46;0.53;0.49;0.46;0.47;0.45;0.45;0.51;0.5;0.49;0.45;0.49;0.49;0.69;0.69;0.68;0.64;0.68;0.67;0.7;0.67;0.65;0.65;0.62;0.62;0.6;0.62
Bahamas, The;Financial Markets Access Index;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.38;0.38;0.38;0.38;0.35;0.5;0.5;0.5;0.32;0.32;0.32;0.32;0.3;0.5;0.29;0.28;0.28;0.28;0.28;0.28;0.5;0.5;0.5;0.5
Bahamas, The;Financial Markets Depth Index;0.05;0.05;0.05;0.05;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.05;0.05;0.05;0.06;0.06;0.1;0.13;0.12;0.18;0.25;0.23;0.25;0.23;0.28;0.31;0.32;0.31;0.32;0.33;0.32;0.29;0.25;0.21;0.16;0.13;0.09;0.22;0.3;0.38;0.45
Bahamas, The;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bahamas, The;Financial Markets Index;0.18;0.18;0.18;0.18;0.18;0.17;0.17;0.17;0.18;0.18;0.18;0.18;0.18;0.18;0.18;0.18;0.2;0.17;0.17;0.19;0.21;0.2;0.26;0.25;0.27;0.22;0.22;0.22;0.22;0.22;0.28;0.2;0.18;0.17;0.15;0.14;0.12;0.24;0.27;0.31;0.33
Bahrain, Kingdom of;Financial Development Index;0.24;0.24;0.25;0.27;0.27;0.27;0.32;0.32;0.29;0.28;0.26;0.29;0.26;0.27;0.3;0.34;0.35;0.45;0.49;0.45;0.41;0.41;0.4;0.4;0.45;0.48;0.47;0.45;0.44;0.41;0.45;0.41;0.43;0.39;0.43;0.39;0.37;0.43;0.42;0.42;0.41
Bahrain, Kingdom of;Financial Institutions Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bahrain, Kingdom of;Financial Institutions Depth Index;0.28;0.28;0.3;0.33;0.33;0.33;0.4;0.32;0.26;0.24;0.22;0.27;0.28;0.31;0.33;0.32;0.33;0.35;0.39;0.39;0.34;0.36;0.4;0.39;0.39;0.36;0.36;0.39;0.45;0.44;0.42;0.38;0.35;0.32;0.3;0.34;0.34;0.32;0.31;0.3;0.3
Bahrain, Kingdom of;Financial Institutions Efficiency Index;0.56;0.56;0.57;0.59;0.59;0.59;0.61;0.65;0.66;0.63;0.64;0.78;0.73;0.71;0.75;0.75;0.74;0.74;0.73;0.72;0.72;0.72;0.67;0.71;0.72;0.74;0.76;0.63;0.73;0.64;0.73;0.72;0.75;0.76;0.76;0.76;0.74;0.74;0.74;0.74;0.74
Bahrain, Kingdom of;Financial Institutions Index;0.27;0.27;0.28;0.29;0.29;0.29;0.33;0.31;0.28;0.27;0.26;0.32;0.31;0.32;0.34;0.33;0.33;0.34;0.36;0.35;0.34;0.34;0.35;0.35;0.35;0.35;0.35;0.33;0.38;0.36;0.37;0.35;0.34;0.33;0.33;0.34;0.34;0.33;0.33;0.32;0.32
Bahrain, Kingdom of;Financial Markets Access Index;0.43;0.43;0.46;0.5;0.49;0.48;0.55;0.59;0.52;0.52;0.49;0.47;0.41;0.41;0.39;0.48;0.51;0.9;0.98;0.76;0.71;0.68;0.63;0.51;0.75;0.9;0.8;0.77;0.58;0.58;0.79;0.64;0.83;0.69;0.83;0.68;0.56;0.92;0.84;0.77;0.71
Bahrain, Kingdom of;Financial Markets Depth Index;0.14;0.14;0.15;0.16;0.18;0.21;0.27;0.33;0.27;0.27;0.24;0.23;0.17;0.21;0.29;0.44;0.49;0.61;0.66;0.69;0.6;0.61;0.6;0.69;0.74;0.76;0.77;0.76;0.7;0.66;0.68;0.63;0.6;0.56;0.62;0.55;0.56;0.58;0.59;0.65;0.66
Bahrain, Kingdom of;Financial Markets Efficiency Index;0.03;0.03;0.03;0.03;0.03;0.03;0.04;0.05;0.04;0.04;0.04;0.03;0.02;0.02;0.03;0.04;0.05;0.08;0.11;0.08;0.05;0.04;0.04;0.03;0.03;0.05;0.08;0.05;0.13;0.04;0.02;0.01;0.01;0.01;0.04;0.02;0.02;0.03;0.05;0.03;0.03
Bahrain, Kingdom of;Financial Markets Index;0.2;0.2;0.21;0.23;0.23;0.24;0.29;0.33;0.28;0.28;0.26;0.25;0.2;0.22;0.24;0.33;0.36;0.54;0.6;0.53;0.47;0.46;0.44;0.44;0.53;0.59;0.57;0.55;0.49;0.44;0.52;0.45;0.49;0.44;0.51;0.43;0.4;0.52;0.51;0.5;0.48
Bangladesh;Financial Development Index;0.13;0.13;0.13;0.14;0.14;0.15;0.15;0.14;0.15;0.15;0.15;0.16;0.13;0.12;0.14;0.14;0.15;0.17;0.23;0.25;0.21;0.19;0.2;0.2;0.18;0.16;0.14;0.14;0.18;0.2;0.22;0.21;0.19;0.2;0.26;0.25;0.25;0.28;0.25;0.25;0.24
Bangladesh;Financial Institutions Access Index;0.07;0.07;0.07;0.08;0.08;0.09;0.08;0.08;0.08;0.09;0.09;0.1;0.08;0.07;0.07;0.07;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.09;0.1;0.11;0.11;0.12;0.12;0.13;0.13;0.14;0.14;0.14;0.15
Bangladesh;Financial Institutions Depth Index;0.01;0.01;0.01;0.02;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.04;0.04;0.05;0.05;0.05;0.05;0.05;0.06;0.06;0.07;0.07;0.07;0.08;0.09;0.09;0.1;0.1;0.11;0.11;0.11;0.11;0.11;0.11;0.11;0.11;0.11;0.11;0.11
Bangladesh;Financial Institutions Efficiency Index;0.69;0.69;0.69;0.69;0.69;0.69;0.69;0.69;0.69;0.69;0.69;0.7;0.61;0.56;0.54;0.56;0.5;0.53;0.54;0.51;0.54;0.59;0.56;0.61;0.47;0.64;0.45;0.44;0.64;0.66;0.65;0.66;0.54;0.68;0.66;0.65;0.63;0.65;0.66;0.67;0.67
Bangladesh;Financial Institutions Index;0.21;0.21;0.21;0.22;0.22;0.23;0.23;0.22;0.23;0.23;0.23;0.24;0.21;0.19;0.19;0.2;0.18;0.19;0.2;0.19;0.2;0.21;0.21;0.22;0.19;0.23;0.19;0.19;0.24;0.25;0.26;0.27;0.23;0.27;0.27;0.27;0.27;0.28;0.28;0.28;0.28
Bangladesh;Financial Markets Access Index;0.11;0.11;0.11;0.12;0.13;0.14;0.14;0.13;0.14;0.14;0.14;0.16;0.12;0.12;0.12;0.14;0.15;0.17;0.17;0.15;0.15;0.15;0.15;0.14;0.14;0.14;0.15;0.15;0.17;0.23;0.31;0.29;0.27;0.26;0.28;0.27;0.3;0.35;0.3;0.3;0.3
Bangladesh;Financial Markets Depth Index;0;0;0;0;0;0.01;0.01;0;0.01;0.01;0.01;0.01;0;0;0.01;0.02;0.05;0.02;0.02;0.02;0.02;0.01;0.07;0.07;0.07;0.01;0.02;0.03;0.04;0.06;0.11;0.1;0.1;0.09;0.14;0.12;0.11;0.13;0.1;0.08;0.1
Bangladesh;Financial Markets Efficiency Index;0.04;0.04;0.04;0.04;0.04;0.05;0.05;0.04;0.04;0.05;0.05;0.05;0.04;0.04;0.13;0.1;0.14;0.25;0.61;0.77;0.53;0.33;0.33;0.33;0.33;0.08;0.08;0.1;0.15;0.14;0.14;0.06;0.06;0.03;0.29;0.26;0.27;0.38;0.26;0.25;0.21
Bangladesh;Financial Markets Index;0.05;0.05;0.05;0.05;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.07;0.05;0.05;0.08;0.08;0.11;0.14;0.25;0.3;0.22;0.15;0.18;0.18;0.17;0.07;0.08;0.09;0.12;0.14;0.18;0.15;0.14;0.13;0.23;0.21;0.22;0.28;0.21;0.2;0.2
Barbados;Financial Development Index;0.24;0.26;0.26;0.25;0.24;0.25;0.25;0.26;0.28;0.28;0.25;0.26;0.26;0.26;0.28;0.3;0.29;0.3;0.31;0.32;0.32;0.35;0.37;0.38;0.36;0.37;0.42;0.37;0.37;0.39;0.4;0.43;0.43;0.48;0.47;0.45;0.43;0.44;0.4;0.39;0.4
Barbados;Financial Institutions Access Index;0.13;0.14;0.14;0.13;0.13;0.13;0.13;0.13;0.13;0.14;0.14;0.13;0.13;0.13;0.13;0.14;0.13;0.13;0.13;0.13;0.13;0.14;0.15;0.16;0.17;0.17;0.35;0.36;0.38;0.37;0.37;0.37;0.39;0.38;0.42;0.34;0.29;0.31;0.31;0.3;0.29
Barbados;Financial Institutions Depth Index;0.33;0.37;0.37;0.39;0.37;0.37;0.36;0.37;0.39;0.4;0.41;0.46;0.48;0.5;0.52;0.53;0.48;0.48;0.47;0.49;0.5;0.58;0.62;0.62;0.64;0.66;0.67;0.59;0.5;0.56;0.65;0.64;0.64;0.74;0.77;0.69;0.67;0.67;0.67;0.68;0.68
Barbados;Financial Institutions Efficiency Index;0.52;0.54;0.51;0.49;0.47;0.48;0.5;0.48;0.48;0.48;0.48;0.44;0.39;0.39;0.38;0.52;0.53;0.56;0.57;0.57;0.57;0.66;0.76;0.82;0.61;0.65;0.68;0.48;0.58;0.6;0.61;0.63;0.55;0.7;0.65;0.62;0.67;0.67;0.53;0.5;0.56
Barbados;Financial Institutions Index;0.33;0.36;0.35;0.35;0.33;0.34;0.34;0.34;0.35;0.36;0.36;0.37;0.37;0.37;0.38;0.42;0.4;0.41;0.41;0.41;0.42;0.48;0.53;0.55;0.51;0.52;0.61;0.54;0.53;0.56;0.6;0.6;0.59;0.66;0.68;0.61;0.59;0.6;0.56;0.55;0.56
Barbados;Financial Markets Access Index;0.36;0.4;0.38;0.37;0.35;0.36;0.36;0.43;0.5;0.48;0.33;0.33;0.34;0.36;0.41;0.39;0.39;0.39;0.39;0.39;0.39;0.39;0.39;0.39;0.38;0.38;0.37;0.37;0.37;0.37;0.37;0.37;0.36;0.36;0.36;0.36;0.36;0.36;0.36;0.36;0.36
Barbados;Financial Markets Depth Index;0.06;0.07;0.06;0.06;0.06;0.06;0.06;0.07;0.1;0.08;0.06;0.05;0.06;0.06;0.09;0.08;0.11;0.14;0.19;0.21;0.18;0.19;0.19;0.19;0.21;0.21;0.21;0.2;0.2;0.22;0.19;0.34;0.37;0.4;0.32;0.39;0.35;0.35;0.28;0.25;0.27
Barbados;Financial Markets Efficiency Index;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.03;0.02;0.02;0.02;0.02;0.02;0.01;0.01;0.01;0.03;0.02;0.01;0.03;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0;0.01;0
Barbados;Financial Markets Index;0.14;0.16;0.15;0.15;0.14;0.14;0.14;0.17;0.21;0.19;0.13;0.13;0.14;0.14;0.17;0.16;0.17;0.19;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.26;0.27;0.28;0.25;0.27;0.26;0.26;0.22;0.21;0.22
Belarus, Rep. of;Financial Development Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11;0.09;0.03;0.03;0.05;0.07;0.04;0.06;0.07;0.08;0.09;0.1;0.13;0.12;0.17;0.19;0.2;0.19;0.12;0.16;0.16;0.16;0.16;0.17;0.16;0.15;0.16;0.15
Belarus, Rep. of;Financial Institutions Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04;0.03;0.03;0.03;0.03;0.03;0.04;0.04;0.04;0.04;0.05;0.05;0.07;0.09;0.12;0.14;0.15;0.17;0.19;0.21;0.23;0.25;0.25;0.25;0.25;0.24;0.25;0.25
Belarus, Rep. of;Financial Institutions Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03;0.02;0.02;0.02;0.02;0.02;0.03;0.04;0.04;0.04;0.04;0.05;0.06;0.06;0.07;0.08;0.1;0.11;0.1;0.07;0.08;0.07;0.08;0.08;0.08;0.08;0.08;0.08
Belarus, Rep. of;Financial Institutions Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0.69;0.53;0.13;0.07;0.25;0.43;0.16;0.27;0.32;0.36;0.47;0.48;0.68;0.53;0.53;0.55;0.57;0.5;0.23;0.61;0.57;0.62;0.62;0.67;0.59;0.58;0.61;0.55
Belarus, Rep. of;Financial Institutions Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.16;0.05;0.04;0.08;0.13;0.07;0.1;0.12;0.13;0.16;0.17;0.23;0.2;0.22;0.23;0.26;0.25;0.18;0.28;0.28;0.3;0.3;0.31;0.29;0.29;0.3;0.29
Belarus, Rep. of;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.03;0.06;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
Belarus, Rep. of;Financial Markets Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.01;0;0.01;0.01;0.24;0.24;0.24;0.24;0.06;0.02;0.01;0.01;0.01;0.02;0.02;0.01;0.02;0.02
Belarus, Rep. of;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04;0.03;0.03;0.03;0.03;0.03;0.03;0.04;0.04;0.04;0.04;0.04;0.05;0.06;0.06;0.06;0.06;0.06;0.07;0.06;0.06;0.05;0.02;0.02;0.02;0.02;0.02;0.02
Belarus, Rep. of;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.03;0.12;0.13;0.13;0.12;0.05;0.03;0.03;0.03;0.01;0.01;0.02;0.01;0.02;0.02
Belgium;Financial Development Index;0.12;0.13;0.18;0.21;0.23;0.3;0.36;0.42;0.41;0.44;0.46;0.45;0.44;0.47;0.5;0.49;0.51;0.54;0.58;0.6;0.6;0.61;0.59;0.59;0.62;0.65;0.68;0.73;0.71;0.68;0.67;0.67;0.66;0.66;0.64;0.68;0.65;0.69;0.66;0.66;0.64
Belgium;Financial Institutions Access Index;0.2;0.21;0.3;0.35;0.38;0.5;0.62;0.71;0.71;0.79;0.81;0.8;0.77;0.8;0.82;0.83;0.83;0.84;0.85;0.86;0.85;0.85;0.82;0.84;0.87;0.87;0.87;0.88;0.89;0.89;0.91;0.9;0.9;0.88;0.85;0.83;0.8;0.78;0.72;0.67;0.67
Belgium;Financial Institutions Depth Index;0.12;0.13;0.19;0.22;0.24;0.31;0.39;0.44;0.44;0.49;0.52;0.5;0.48;0.52;0.55;0.56;0.57;0.58;0.59;0.58;0.64;0.63;0.6;0.6;0.61;0.64;0.66;0.65;0.57;0.67;0.65;0.63;0.63;0.64;0.67;0.69;0.69;0.74;0.71;0.73;0.79
Belgium;Financial Institutions Efficiency Index;0.22;0.23;0.35;0.41;0.43;0.5;0.55;0.58;0.54;0.59;0.61;0.6;0.59;0.59;0.61;0.6;0.61;0.6;0.58;0.6;0.59;0.69;0.62;0.65;0.64;0.65;0.66;0.65;0.53;0.55;0.63;0.6;0.59;0.58;0.62;0.62;0.63;0.62;0.62;0.62;0.59
Belgium;Financial Institutions Index;0.2;0.21;0.3;0.35;0.38;0.48;0.58;0.65;0.64;0.7;0.73;0.72;0.69;0.72;0.75;0.75;0.76;0.77;0.77;0.78;0.79;0.82;0.77;0.79;0.8;0.82;0.83;0.83;0.77;0.81;0.84;0.82;0.81;0.8;0.81;0.82;0.81;0.82;0.78;0.76;0.78
Belgium;Financial Markets Access Index;0.01;0.02;0.01;0.02;0.03;0.1;0.11;0.2;0.16;0.18;0.22;0.22;0.23;0.19;0.26;0.21;0.16;0.21;0.18;0.31;0.28;0.29;0.25;0.28;0.32;0.28;0.36;0.3;0.23;0.27;0.16;0.22;0.24;0.34;0.28;0.38;0.25;0.43;0.5;0.5;0.32
Belgium;Financial Markets Depth Index;0.02;0.02;0.03;0.04;0.05;0.08;0.11;0.12;0.14;0.18;0.14;0.16;0.15;0.22;0.24;0.25;0.31;0.38;0.57;0.53;0.56;0.54;0.5;0.5;0.56;0.58;0.68;0.75;0.66;0.68;0.7;0.65;0.71;0.71;0.65;0.77;0.73;0.76;0.68;0.68;0.7
Belgium;Financial Markets Efficiency Index;0.1;0.09;0.15;0.15;0.14;0.13;0.16;0.24;0.17;0.14;0.14;0.12;0.15;0.17;0.19;0.18;0.23;0.26;0.3;0.34;0.26;0.28;0.37;0.29;0.34;0.46;0.42;0.74;1;0.59;0.49;0.56;0.42;0.38;0.35;0.35;0.35;0.35;0.35;0.35;0.35
Belgium;Financial Markets Index;0.04;0.04;0.06;0.07;0.07;0.11;0.13;0.18;0.16;0.17;0.17;0.17;0.18;0.2;0.24;0.22;0.24;0.29;0.36;0.41;0.38;0.38;0.38;0.37;0.42;0.45;0.51;0.61;0.64;0.53;0.47;0.49;0.48;0.5;0.44;0.52;0.47;0.54;0.53;0.53;0.48
Belize;Financial Development Index;0.23;0.25;0.29;0.29;0.24;0.25;0.24;0.21;0.2;0.19;0.19;0.2;0.19;0.19;0.19;0.19;0.17;0.18;0.18;0.19;0.19;0.18;0.19;0.2;0.21;0.21;0.22;0.23;0.24;0.23;0.24;0.22;0.21;0.22;0.21;0.21;0.21;0.2;0.21;0.21;0.23
Belize;Financial Institutions Access Index;0.51;0.58;0.69;0.71;0.54;0.55;0.55;0.44;0.43;0.39;0.4;0.42;0.4;0.39;0.39;0.39;0.36;0.38;0.38;0.39;0.39;0.37;0.38;0.4;0.41;0.42;0.4;0.44;0.45;0.45;0.45;0.44;0.43;0.45;0.44;0.41;0.4;0.39;0.41;0.39;0.41
Belize;Financial Institutions Depth Index;0.09;0.1;0.12;0.12;0.11;0.11;0.1;0.11;0.12;0.12;0.13;0.15;0.14;0.13;0.14;0.14;0.14;0.15;0.16;0.18;0.2;0.22;0.24;0.25;0.25;0.24;0.25;0.27;0.27;0.27;0.26;0.25;0.24;0.24;0.24;0.24;0.24;0.23;0.24;0.26;0.29
Belize;Financial Institutions Efficiency Index;0.75;0.78;0.81;0.82;0.71;0.73;0.74;0.62;0.58;0.53;0.53;0.54;0.51;0.51;0.51;0.5;0.45;0.45;0.45;0.44;0.44;0.38;0.37;0.41;0.43;0.49;0.56;0.55;0.63;0.57;0.65;0.5;0.5;0.48;0.47;0.5;0.51;0.49;0.48;0.5;0.54
Belize;Financial Institutions Index;0.45;0.49;0.56;0.57;0.46;0.47;0.47;0.4;0.39;0.36;0.36;0.38;0.36;0.36;0.36;0.36;0.33;0.35;0.35;0.36;0.37;0.35;0.37;0.39;0.4;0.41;0.43;0.45;0.47;0.46;0.47;0.43;0.42;0.42;0.42;0.41;0.41;0.4;0.41;0.41;0.44
Belize;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Belize;Financial Markets Depth Index;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
Belize;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Belize;Financial Markets Index;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Benin;Financial Development Index;0.14;0.15;0.16;0.16;0.14;0.15;0.15;0.14;0.15;0.12;0.12;0.1;0.09;0.07;0.08;0.1;0.1;0.1;0.1;0.09;0.09;0.1;0.09;0.08;0.09;0.09;0.08;0.1;0.1;0.1;0.1;0.11;0.09;0.11;0.12;0.11;0.11;0.1;0.11;0.11;0.12
Benin;Financial Institutions Access Index;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.03;0.04;0.04;0.05;0.05;0.05;0.06;0.06;0.06;0.06;0.06;0.06;0.07;0.06
Benin;Financial Institutions Depth Index;0.07;0.08;0.1;0.1;0.08;0.09;0.08;0.08;0.08;0.06;0.06;0.05;0.04;0.03;0.03;0.02;0.03;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.04;0.04;0.04;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05
Benin;Financial Institutions Efficiency Index;0.86;0.91;0.95;0.94;0.87;0.91;0.89;0.87;0.89;0.77;0.75;0.64;0.56;0.44;0.54;0.71;0.66;0.66;0.65;0.59;0.6;0.69;0.58;0.52;0.56;0.59;0.49;0.6;0.62;0.59;0.61;0.62;0.5;0.62;0.68;0.62;0.63;0.57;0.62;0.62;0.72
Benin;Financial Institutions Index;0.26;0.28;0.3;0.3;0.27;0.29;0.28;0.27;0.28;0.23;0.23;0.19;0.16;0.13;0.15;0.2;0.19;0.18;0.18;0.17;0.17;0.19;0.17;0.15;0.16;0.17;0.15;0.19;0.2;0.19;0.2;0.2;0.17;0.21;0.22;0.21;0.21;0.19;0.21;0.21;0.23
Benin;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Benin;Financial Markets Depth Index;0.03;0.04;0.05;0.05;0.04;0.04;0.04;0.04;0.04;0.03;0.03;0.02;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
Benin;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Benin;Financial Markets Index;0.01;0.02;0.02;0.02;0.01;0.02;0.02;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
Bhutan;Financial Development Index;0;0;0.11;0.11;0.12;0.12;0.12;0.12;0.12;0.13;0.12;0.13;0.13;0.13;0.13;0.13;0.13;0.14;0.14;0.13;0.14;0.15;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.15;0.17;0.18;0.16;0.18;0.18;0.19;0.2;0.2;0.21;0.22;0.21
Bhutan;Financial Institutions Access Index;0;0;0.15;0.15;0.15;0.15;0.16;0.16;0.17;0.18;0.17;0.18;0.18;0.18;0.2;0.2;0.19;0.19;0.18;0.16;0.16;0.17;0.17;0.17;0.17;0.16;0.16;0.16;0.17;0.17;0.21;0.26;0.19;0.29;0.29;0.31;0.34;0.38;0.4;0.43;0.43
Bhutan;Financial Institutions Depth Index;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.02;0.02;0.02;0.02;0.02;0.02;0.03;0.03;0.04;0.04;0.05;0.06;0.07;0.09;0.1;0.09;0.09;0.09;0.09;0.1;0.1;0.11;0.12;0.13
Bhutan;Financial Institutions Efficiency Index;0;0;0.57;0.57;0.57;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.58;0.59;0.6;0.64;0.69;0.66;0.68;0.75;0.71;0.7;0.68;0.68;0.69;0.7;0.65;0.68;0.66;0.71;0.7;0.68;0.69;0.67;0.67;0.67;0.67;0.66;0.6
